"listing_id","date","price","available"
716643,"2017-05-31",$349.00,t
716643,"2017-05-30",$349.00,t
716643,"2017-05-29",$349.00,t
716643,"2017-05-28",$349.00,t
716643,"2017-05-27",$349.00,t
716643,"2017-05-26",$349.00,t
716643,"2017-05-25",$349.00,t
716643,"2017-05-24",$349.00,t
716643,"2017-05-23",$349.00,t
716643,"2017-05-22",$349.00,t
716643,"2017-05-21",$349.00,t
716643,"2017-05-20",$349.00,t
716643,"2017-05-19",$349.00,t
716643,"2017-05-18",$349.00,t
716643,"2017-05-17",$349.00,t
716643,"2017-05-16",$349.00,t
716643,"2017-05-15",$349.00,t
716643,"2017-05-14",$349.00,t
716643,"2017-05-13",$349.00,t
716643,"2017-05-12",$349.00,t
716643,"2017-05-11",$349.00,t
716643,"2017-05-10",$349.00,t
716643,"2017-05-09",$349.00,t
716643,"2017-05-08",$349.00,t
716643,"2017-05-07",$349.00,t
716643,"2017-05-06",$349.00,t
716643,"2017-05-05",$349.00,t
716643,"2017-05-04",$349.00,t
716643,"2017-05-03",$349.00,t
716643,"2017-05-02",$349.00,t
716643,"2017-05-01",$349.00,t
716643,"2017-04-30",$349.00,t
716643,"2017-04-29",$349.00,t
716643,"2017-04-28",$349.00,t
716643,"2017-04-27",$349.00,t
716643,"2017-04-26",$349.00,t
716643,"2017-04-25",$349.00,t
716643,"2017-04-24",$349.00,t
716643,"2017-04-23",$349.00,t
716643,"2017-04-22",$349.00,t
716643,"2017-04-21",$349.00,t
716643,"2017-04-20",$349.00,t
716643,"2017-04-19",$349.00,t
716643,"2017-04-18",$349.00,t
716643,"2017-04-17",$349.00,t
716643,"2017-04-16",$349.00,t
716643,"2017-04-15",$349.00,t
716643,"2017-04-14",$349.00,t
716643,"2017-04-13",$349.00,t
716643,"2017-04-12",$349.00,t
716643,"2017-04-11",$349.00,t
716643,"2017-04-10",$349.00,t
716643,"2017-04-09",$349.00,t
716643,"2017-04-08",$349.00,t
716643,"2017-04-07",$349.00,t
716643,"2017-04-06",$349.00,t
716643,"2017-04-05",$349.00,t
716643,"2017-04-04",$349.00,t
716643,"2017-04-03",$349.00,t
716643,"2017-04-02",$349.00,t
716643,"2017-04-01",$349.00,t
716643,"2017-03-31",$349.00,t
716643,"2017-03-30",$349.00,t
716643,"2017-03-29",$349.00,t
716643,"2017-03-28",$349.00,t
716643,"2017-03-27",$349.00,t
716643,"2017-03-26",$349.00,t
716643,"2017-03-25",$349.00,t
716643,"2017-03-24",$349.00,t
716643,"2017-03-23",$349.00,t
716643,"2017-03-22",$349.00,t
716643,"2017-03-21",$349.00,t
716643,"2017-03-20",$349.00,t
716643,"2017-03-19",$349.00,t
716643,"2017-03-18",$349.00,t
716643,"2017-03-17",$349.00,t
716643,"2017-03-16",$349.00,t
716643,"2017-03-15",$349.00,t
716643,"2017-03-14",$349.00,t
716643,"2017-03-13",$349.00,t
716643,"2017-03-12",$349.00,t
716643,"2017-03-11",$349.00,t
716643,"2017-03-10",$349.00,t
716643,"2017-03-09",$349.00,t
716643,"2017-03-08",$349.00,t
716643,"2017-03-07",$349.00,t
716643,"2017-03-06",$349.00,t
716643,"2017-03-05",$349.00,t
716643,"2017-03-04",$349.00,t
716643,"2017-03-03",$349.00,t
716643,"2017-03-02",$349.00,t
716643,"2017-03-01",$349.00,t
716643,"2017-02-28",$349.00,t
716643,"2017-02-27",$349.00,t
716643,"2017-02-26",$349.00,t
716643,"2017-02-25",$349.00,t
716643,"2017-02-24",$349.00,t
716643,"2017-02-23",$349.00,t
716643,"2017-02-22",$349.00,t
716643,"2017-02-21",$349.00,t
716643,"2017-02-20",$349.00,t
716643,"2017-02-19",$349.00,t
716643,"2017-02-18",$349.00,t
716643,"2017-02-17",$349.00,t
716643,"2017-02-16",$349.00,t
716643,"2017-02-15",$349.00,t
716643,"2017-02-14",$349.00,t
716643,"2017-02-13",$349.00,t
716643,"2017-02-12",$349.00,t
716643,"2017-02-11",$349.00,t
716643,"2017-02-10",$349.00,t
716643,"2017-02-09",$349.00,t
716643,"2017-02-08",$349.00,t
716643,"2017-02-07",$349.00,t
716643,"2017-02-06",$349.00,t
716643,"2017-02-05",$349.00,t
716643,"2017-02-04",$349.00,t
716643,"2017-02-03",$349.00,t
716643,"2017-02-02",$349.00,t
716643,"2017-02-01",$349.00,t
716643,"2017-01-31",$349.00,t
716643,"2017-01-30",$349.00,t
716643,"2017-01-29",$349.00,t
716643,"2017-01-28",$349.00,t
716643,"2017-01-27",$349.00,t
716643,"2017-01-26",$349.00,t
716643,"2017-01-25",$349.00,t
716643,"2017-01-24",$349.00,t
716643,"2017-01-23",$349.00,t
716643,"2017-01-22",$349.00,t
716643,"2017-01-21",$349.00,t
716643,"2017-01-20",$349.00,t
716643,"2017-01-19",$349.00,t
716643,"2017-01-18",$349.00,t
716643,"2017-01-17",$349.00,t
716643,"2017-01-16",$349.00,t
716643,"2017-01-15",$349.00,t
716643,"2017-01-14",$349.00,t
716643,"2017-01-13",$349.00,t
716643,"2017-01-12",$349.00,t
716643,"2017-01-11",$349.00,t
716643,"2017-01-10",$349.00,t
716643,"2017-01-09",$349.00,t
716643,"2017-01-08",$349.00,t
716643,"2017-01-07",$349.00,t
716643,"2017-01-06",$349.00,t
716643,"2017-01-05",$349.00,t
716643,"2017-01-04",$349.00,t
716643,"2017-01-03",$349.00,t
716643,"2017-01-02",$349.00,t
716643,"2017-01-01",$349.00,t
716643,"2016-12-31",$349.00,t
716643,"2016-12-30",$349.00,t
716643,"2016-12-29",$349.00,t
716643,"2016-12-28",$349.00,t
716643,"2016-12-27",$349.00,t
716643,"2016-12-26",$349.00,t
716643,"2016-12-25",$349.00,t
716643,"2016-12-24",$349.00,t
716643,"2016-12-23",$349.00,t
716643,"2016-12-22",$349.00,t
716643,"2016-12-21",$349.00,t
716643,"2016-12-20",$349.00,t
716643,"2016-12-19",$349.00,t
716643,"2016-12-18",$349.00,t
716643,"2016-12-17",$349.00,t
716643,"2016-12-16",$349.00,t
716643,"2016-12-15",$349.00,t
716643,"2016-12-14",$349.00,t
716643,"2016-12-13",$349.00,t
716643,"2016-12-12",$349.00,t
716643,"2016-12-11",$349.00,t
716643,"2016-12-10",$349.00,t
716643,"2016-12-09",$349.00,t
716643,"2016-12-08",$349.00,t
716643,"2016-12-07",$349.00,t
716643,"2016-12-06",$349.00,t
716643,"2017-09-05",$349.00,t
716643,"2017-09-04",$349.00,t
716643,"2017-09-03",$349.00,t
716643,"2017-09-02",$349.00,t
716643,"2017-09-01",$349.00,t
716643,"2017-08-31",$349.00,t
716643,"2017-08-30",$349.00,t
716643,"2017-08-29",$349.00,t
716643,"2017-08-28",$349.00,t
716643,"2017-08-27",$349.00,t
716643,"2017-08-26",$349.00,t
716643,"2017-08-25",$349.00,t
716643,"2017-08-24",$349.00,t
716643,"2017-08-23",$349.00,t
716643,"2017-08-22",$349.00,t
716643,"2017-08-21",$349.00,t
716643,"2017-08-20",$349.00,t
716643,"2017-08-19",$349.00,t
716643,"2017-08-18",$349.00,t
716643,"2017-08-17",$349.00,t
716643,"2017-08-16",$349.00,t
716643,"2017-08-15",$349.00,t
716643,"2017-08-14",$349.00,t
716643,"2017-08-13",$349.00,t
716643,"2017-08-12",$349.00,t
716643,"2017-08-11",$349.00,t
716643,"2017-08-10",$349.00,t
716643,"2017-08-09",$349.00,t
716643,"2017-08-08",$349.00,t
716643,"2017-08-07",$349.00,t
716643,"2017-08-06",$349.00,t
716643,"2016-12-05",$349.00,t
716643,"2016-12-04",$349.00,t
716643,"2016-12-03",$349.00,t
716643,"2016-12-02",$349.00,t
716643,"2016-12-01",$349.00,t
716643,"2016-11-30",$349.00,t
716643,"2016-11-29",$349.00,t
716643,"2016-11-28",$349.00,t
716643,"2016-11-27",$349.00,t
716643,"2016-11-26",$349.00,t
716643,"2016-11-25",$349.00,t
716643,"2016-11-24",$349.00,t
716643,"2016-11-23",$349.00,t
716643,"2016-11-22",$349.00,t
716643,"2016-11-21",$349.00,t
716643,"2016-11-20",$349.00,t
716643,"2016-11-19",$349.00,t
716643,"2016-11-18",$349.00,t
716643,"2016-11-17",$349.00,t
716643,"2016-11-16",$349.00,t
716643,"2016-11-15",$349.00,t
716643,"2016-11-14",$349.00,t
716643,"2016-11-13",$349.00,t
716643,"2016-11-12",$349.00,t
716643,"2016-11-11",$349.00,t
716643,"2016-11-10",$349.00,t
716643,"2016-11-09",$349.00,t
716643,"2016-11-08",$349.00,t
716643,"2016-11-07",$349.00,t
716643,"2016-11-06",$349.00,t
716643,"2016-11-05",$349.00,t
716643,"2016-11-04",$349.00,t
716643,"2016-11-03",$349.00,t
716643,"2016-11-02",$349.00,t
716643,"2016-11-01",$349.00,t
716643,"2016-10-31",$349.00,t
716643,"2016-10-30",$349.00,t
716643,"2016-10-29",$349.00,t
716643,"2016-10-28",$349.00,t
716643,"2016-10-27",$349.00,t
716643,"2016-10-26",$349.00,t
716643,"2016-10-25",$349.00,t
716643,"2016-10-24",$349.00,t
716643,"2016-10-23",$349.00,t
716643,"2016-10-22",$349.00,t
716643,"2016-10-21",$349.00,t
716643,"2016-10-20",$349.00,t
716643,"2016-10-19",$349.00,t
716643,"2016-10-18",$349.00,t
716643,"2016-10-17",$349.00,t
716643,"2016-10-16",$349.00,t
716643,"2016-10-15",$349.00,t
716643,"2016-10-14",$349.00,t
716643,"2016-10-13",$349.00,t
716643,"2016-10-12",$349.00,t
716643,"2016-10-11",$349.00,t
716643,"2016-10-10",$349.00,t
716643,"2016-10-09",$349.00,t
716643,"2016-10-08",$349.00,t
716643,"2016-10-07",$349.00,t
716643,"2016-10-06",$349.00,t
716643,"2016-10-05",$349.00,t
716643,"2016-10-04",$349.00,t
716643,"2016-10-03",$349.00,t
716643,"2016-10-02",$349.00,t
716643,"2016-10-01",$349.00,t
716643,"2016-09-30",$329.00,t
716643,"2016-09-29",$329.00,t
716643,"2016-09-28",$329.00,t
716643,"2016-09-27",$329.00,t
716643,"2016-09-26",$329.00,t
716643,"2016-09-25",$329.00,t
716643,"2016-09-24",$329.00,t
716643,"2016-09-23",$329.00,t
716643,"2016-09-22",$329.00,t
716643,"2016-09-21",$329.00,t
716643,"2016-09-20",$329.00,t
716643,"2016-09-19",$329.00,t
716643,"2016-09-18",$329.00,t
716643,"2016-09-17",$329.00,t
716643,"2016-09-16",$329.00,t
716643,"2016-09-15",$329.00,t
716643,"2016-09-14",$329.00,t
716643,"2016-09-13",$329.00,t
716643,"2016-09-12",$329.00,t
716643,"2016-09-11",$329.00,t
716643,"2016-09-10",$329.00,t
716643,"2016-09-09",$329.00,t
716643,"2016-09-08",$329.00,t
716643,"2016-09-07",$329.00,t
716643,"2016-09-06","",f
13589,"2017-06-22",$389.00,t
13589,"2017-06-21",$389.00,t
13589,"2017-06-20",$389.00,t
13589,"2017-06-19",$389.00,t
13589,"2017-06-18",$389.00,t
13589,"2017-06-17",$389.00,t
13589,"2017-06-16",$389.00,t
13589,"2017-06-15",$389.00,t
13589,"2017-06-14",$389.00,t
13589,"2017-06-13",$389.00,t
13589,"2017-06-12",$389.00,t
13589,"2017-06-11",$389.00,t
13589,"2017-06-10",$389.00,t
13589,"2017-06-09",$389.00,t
13589,"2017-06-08",$389.00,t
13589,"2017-06-07",$389.00,t
13589,"2017-06-06",$389.00,t
13589,"2017-06-05",$389.00,t
13589,"2017-06-04",$389.00,t
13589,"2017-06-03",$389.00,t
13589,"2017-06-02",$389.00,t
13589,"2017-06-01",$389.00,t
13589,"2017-05-31",$451.00,t
13589,"2017-05-30",$451.00,t
13589,"2017-05-29",$451.00,t
13589,"2017-05-28",$451.00,t
13589,"2017-05-27",$451.00,t
13589,"2017-05-26",$451.00,t
13589,"2017-05-25",$451.00,t
13589,"2017-05-24",$451.00,t
13589,"2017-05-23",$451.00,t
13589,"2017-05-22",$451.00,t
13589,"2017-05-21",$451.00,t
13589,"2017-05-20",$451.00,t
13589,"2017-05-19",$451.00,t
13589,"2017-05-18",$451.00,t
13589,"2017-05-17",$451.00,t
13589,"2017-05-16",$451.00,t
13589,"2017-05-15",$451.00,t
13589,"2017-05-14",$451.00,t
13589,"2017-05-13",$451.00,t
13589,"2017-05-12",$451.00,t
13589,"2017-05-11",$451.00,t
13589,"2017-05-10",$451.00,t
13589,"2017-05-09",$451.00,t
13589,"2017-05-08",$451.00,t
13589,"2017-05-07",$451.00,t
13589,"2017-05-06",$451.00,t
13589,"2017-05-05",$451.00,t
13589,"2017-05-04",$451.00,t
13589,"2017-05-03",$451.00,t
13589,"2017-05-02",$451.00,t
13589,"2017-05-01",$451.00,t
13589,"2017-04-30",$451.00,t
13589,"2017-04-29",$451.00,t
13589,"2017-04-28",$451.00,t
13589,"2017-04-27",$451.00,t
13589,"2017-04-26",$451.00,t
13589,"2017-04-25",$451.00,t
13589,"2017-04-24",$451.00,t
13589,"2017-04-23",$451.00,t
13589,"2017-04-22",$451.00,t
13589,"2017-04-21",$451.00,t
13589,"2017-04-20",$451.00,t
13589,"2017-04-19",$451.00,t
13589,"2017-04-18",$830.00,t
13589,"2017-04-17",$830.00,t
13589,"2017-04-16",$830.00,t
13589,"2017-04-15",$830.00,t
13589,"2017-04-14",$830.00,t
13589,"2017-04-13",$830.00,t
13589,"2017-04-12",$830.00,t
13589,"2017-04-11",$451.00,t
13589,"2017-04-10",$451.00,t
13589,"2017-04-09",$451.00,t
13589,"2017-04-08",$451.00,t
13589,"2017-04-07",$451.00,t
13589,"2017-04-06",$451.00,t
13589,"2017-04-05",$451.00,t
13589,"2017-04-04",$451.00,t
13589,"2017-04-03",$451.00,t
13589,"2017-04-02",$451.00,t
13589,"2017-04-01",$451.00,t
13589,"2017-03-31",$451.00,t
13589,"2017-03-30",$451.00,t
13589,"2017-03-29",$451.00,t
13589,"2017-03-28",$451.00,t
13589,"2017-03-27",$451.00,t
13589,"2017-03-26",$451.00,t
13589,"2017-03-25",$451.00,t
13589,"2017-03-24",$451.00,t
13589,"2017-03-23",$451.00,t
13589,"2017-03-22",$451.00,t
13589,"2017-03-21",$451.00,t
13589,"2017-03-20",$451.00,t
13589,"2017-03-19",$451.00,t
13589,"2017-03-18",$451.00,t
13589,"2017-03-17",$451.00,t
13589,"2017-03-16",$451.00,t
13589,"2017-03-15",$451.00,t
13589,"2017-03-14",$451.00,t
13589,"2017-03-13",$451.00,t
13589,"2017-03-12",$451.00,t
13589,"2017-03-11",$451.00,t
13589,"2017-03-10",$451.00,t
13589,"2017-03-09",$451.00,t
13589,"2017-03-08",$451.00,t
13589,"2017-03-07",$451.00,t
13589,"2017-03-06",$451.00,t
13589,"2017-03-05",$451.00,t
13589,"2017-03-04",$451.00,t
13589,"2017-03-03",$451.00,t
13589,"2017-03-02",$451.00,t
13589,"2017-03-01",$451.00,t
13589,"2017-02-28",$451.00,t
13589,"2017-02-27",$451.00,t
13589,"2017-02-26",$451.00,t
13589,"2017-02-25",$451.00,t
13589,"2017-02-24",$451.00,t
13589,"2017-02-23",$451.00,t
13589,"2017-02-22",$451.00,t
13589,"2017-02-21",$451.00,t
13589,"2017-02-20",$451.00,t
13589,"2017-02-19",$451.00,t
13589,"2017-02-18",$451.00,t
13589,"2017-02-17",$451.00,t
13589,"2017-02-16",$451.00,t
13589,"2017-02-15",$451.00,t
13589,"2017-02-14",$451.00,t
13589,"2017-02-13",$451.00,t
13589,"2017-02-12",$451.00,t
13589,"2017-02-11",$451.00,t
13589,"2017-02-10",$451.00,t
13589,"2017-02-09",$451.00,t
13589,"2017-02-08",$451.00,t
13589,"2017-02-07",$451.00,t
13589,"2017-02-06",$451.00,t
13589,"2017-02-05",$451.00,t
13589,"2017-02-04",$451.00,t
13589,"2017-02-03",$451.00,t
13589,"2017-02-02",$451.00,t
13589,"2017-02-01",$451.00,t
13589,"2017-01-31",$451.00,t
13589,"2017-01-30",$451.00,t
13589,"2017-01-29",$451.00,t
13589,"2017-01-28",$451.00,t
13589,"2017-01-27",$451.00,t
13589,"2017-01-26",$451.00,t
13589,"2017-01-25",$451.00,t
13589,"2017-01-24",$451.00,t
13589,"2017-01-23",$451.00,t
13589,"2017-01-22",$451.00,t
13589,"2017-01-21",$451.00,t
13589,"2017-01-20",$451.00,t
13589,"2017-01-19",$451.00,t
13589,"2017-01-18",$451.00,t
13589,"2017-01-17",$451.00,t
13589,"2017-01-16",$451.00,t
13589,"2017-01-15",$451.00,t
13589,"2017-09-05",$389.00,t
13589,"2017-09-04",$389.00,t
13589,"2017-09-03",$389.00,t
13589,"2017-09-02",$389.00,t
13589,"2017-09-01",$389.00,t
13589,"2017-08-31",$389.00,t
13589,"2017-08-30",$389.00,t
13589,"2017-08-29",$389.00,t
13589,"2017-08-28",$389.00,t
13589,"2017-08-27",$389.00,t
13589,"2017-08-26",$389.00,t
13589,"2017-08-25",$389.00,t
13589,"2017-08-24",$389.00,t
13589,"2017-08-23",$389.00,t
13589,"2017-08-22",$389.00,t
13589,"2017-08-21",$389.00,t
13589,"2017-08-20",$389.00,t
13589,"2017-08-19",$389.00,t
13589,"2017-08-18",$389.00,t
13589,"2017-08-17",$389.00,t
13589,"2017-08-16",$389.00,t
13589,"2017-08-15",$389.00,t
13589,"2017-08-14",$389.00,t
13589,"2017-08-13",$389.00,t
13589,"2017-08-12",$389.00,t
13589,"2017-08-11",$389.00,t
13589,"2017-08-10",$389.00,t
13589,"2017-08-09",$389.00,t
13589,"2017-08-08",$389.00,t
13589,"2017-08-07",$389.00,t
13589,"2017-08-06",$389.00,t
13589,"2017-08-05",$389.00,t
13589,"2017-08-04",$389.00,t
13589,"2017-08-03",$389.00,t
13589,"2017-08-02",$389.00,t
13589,"2017-08-01",$389.00,t
13589,"2017-07-31",$389.00,t
13589,"2017-07-30",$389.00,t
13589,"2017-07-29",$389.00,t
13589,"2017-07-28",$389.00,t
13589,"2017-07-27",$389.00,t
13589,"2017-07-26",$389.00,t
13589,"2017-07-25",$389.00,t
13589,"2017-07-24",$389.00,t
13589,"2017-07-23",$389.00,t
13589,"2017-07-22",$389.00,t
13589,"2017-07-21",$389.00,t
13589,"2017-07-20",$389.00,t
13589,"2017-07-19",$389.00,t
13589,"2017-07-18",$389.00,t
13589,"2017-07-17",$389.00,t
13589,"2017-07-16",$389.00,t
13589,"2017-07-15",$389.00,t
13589,"2017-07-14",$389.00,t
13589,"2017-07-13",$389.00,t
13589,"2017-07-12",$389.00,t
13589,"2017-07-11",$389.00,t
13589,"2017-07-10",$389.00,t
13589,"2017-07-09",$389.00,t
13589,"2017-07-08",$389.00,t
13589,"2017-07-07",$389.00,t
13589,"2017-07-06",$389.00,t
13589,"2017-07-05",$389.00,t
13589,"2017-07-04",$389.00,t
13589,"2017-07-03",$389.00,t
13589,"2017-07-02",$389.00,t
13589,"2017-07-01",$389.00,t
13589,"2017-06-30",$389.00,t
13589,"2017-06-29",$389.00,t
13589,"2017-06-28",$389.00,t
13589,"2017-06-27",$389.00,t
13589,"2017-06-26",$389.00,t
13589,"2017-06-25",$389.00,t
13589,"2017-06-24",$389.00,t
13589,"2017-06-23",$389.00,t
13589,"2017-01-14",$451.00,t
13589,"2017-01-13",$451.00,t
13589,"2017-01-12",$451.00,t
13589,"2017-01-11",$451.00,t
13589,"2017-01-10",$451.00,t
13589,"2017-01-09",$451.00,t
13589,"2017-01-08",$451.00,t
13589,"2017-01-07",$451.00,t
13589,"2017-01-06",$451.00,t
13589,"2017-01-05",$451.00,t
13589,"2017-01-04",$451.00,t
13589,"2017-01-03",$451.00,t
13589,"2017-01-02",$451.00,t
13589,"2017-01-01",$451.00,t
13589,"2016-12-31",$451.00,t
13589,"2016-12-30",$451.00,t
13589,"2016-12-29","",f
13589,"2016-12-28","",f
13589,"2016-12-27","",f
13589,"2016-12-26",$451.00,t
13589,"2016-12-25",$451.00,t
13589,"2016-12-24",$451.00,t
13589,"2016-12-23",$451.00,t
13589,"2016-12-22",$451.00,t
13589,"2016-12-21",$451.00,t
13589,"2016-12-20",$451.00,t
13589,"2016-12-19",$451.00,t
13589,"2016-12-18",$451.00,t
13589,"2016-12-17",$451.00,t
13589,"2016-12-16",$451.00,t
13589,"2016-12-15",$451.00,t
13589,"2016-12-14",$451.00,t
13589,"2016-12-13",$451.00,t
13589,"2016-12-12",$451.00,t
13589,"2016-12-11",$451.00,t
13589,"2016-12-10",$451.00,t
13589,"2016-12-09",$451.00,t
13589,"2016-12-08",$451.00,t
13589,"2016-12-07",$451.00,t
13589,"2016-12-06",$451.00,t
13589,"2016-12-05",$451.00,t
13589,"2016-12-04",$451.00,t
13589,"2016-12-03",$451.00,t
13589,"2016-12-02",$451.00,t
13589,"2016-12-01","",f
13589,"2016-11-30","",f
13589,"2016-11-29","",f
13589,"2016-11-28","",f
13589,"2016-11-27","",f
13589,"2016-11-26","",f
13589,"2016-11-25",$421.00,t
13589,"2016-11-24",$377.00,t
13589,"2016-11-23",$377.00,t
13589,"2016-11-22",$377.00,t
13589,"2016-11-21",$377.00,t
13589,"2016-11-20","",f
13589,"2016-11-19","",f
13589,"2016-11-18","",f
13589,"2016-11-17","",f
13589,"2016-11-16",$377.00,t
13589,"2016-11-15",$377.00,t
13589,"2016-11-14",$377.00,t
13589,"2016-11-13","",f
13589,"2016-11-12","",f
13589,"2016-11-11","",f
13589,"2016-11-10","",f
13589,"2016-11-09",$377.00,t
13589,"2016-11-08","",f
13589,"2016-11-07","",f
13589,"2016-11-06","",f
13589,"2016-11-05","",f
13589,"2016-11-04","",f
13589,"2016-11-03",$451.00,t
13589,"2016-11-02",$451.00,t
13589,"2016-11-01",$451.00,t
13589,"2016-10-31",$528.00,t
13589,"2016-10-30",$528.00,t
13589,"2016-10-29",$881.00,t
13589,"2016-10-28",$881.00,t
13589,"2016-10-27",$528.00,t
13589,"2016-10-26",$528.00,t
13589,"2016-10-25","",f
13589,"2016-10-24","",f
13589,"2016-10-23","",f
13589,"2016-10-22",$881.00,t
13589,"2016-10-21","",f
13589,"2016-10-20","",f
13589,"2016-10-19","",f
13589,"2016-10-18",$528.00,t
13589,"2016-10-17",$528.00,t
13589,"2016-10-16",$528.00,t
13589,"2016-10-15",$881.00,t
13589,"2016-10-14",$881.00,t
13589,"2016-10-13",$528.00,t
13589,"2016-10-12",$528.00,t
13589,"2016-10-11",$528.00,t
13589,"2016-10-10",$528.00,t
13589,"2016-10-09","",f
13589,"2016-10-08","",f
13589,"2016-10-07","",f
13589,"2016-10-06","",f
13589,"2016-10-05","",f
13589,"2016-10-04","",f
13589,"2016-10-03","",f
13589,"2016-10-02","",f
13589,"2016-10-01","",f
13589,"2016-09-30",$755.00,t
13589,"2016-09-29","",f
13589,"2016-09-28","",f
13589,"2016-09-27","",f
13589,"2016-09-26","",f
13589,"2016-09-25","",f
13589,"2016-09-24","",f
13589,"2016-09-23","",f
13589,"2016-09-22","",f
13589,"2016-09-21","",f
13589,"2016-09-20",$503.00,t
13589,"2016-09-19",$503.00,t
13589,"2016-09-18","",f
13589,"2016-09-17","",f
13589,"2016-09-16","",f
13589,"2016-09-15","",f
13589,"2016-09-14","",f
13589,"2016-09-13","",f
13589,"2016-09-12","",f
13589,"2016-09-11","",f
13589,"2016-09-10",$755.00,t
13589,"2016-09-09",$755.00,t
13589,"2016-09-08","",f
13589,"2016-09-07","",f
13589,"2016-09-06","",f
10859498,"2017-09-05",$349.00,t
10859498,"2017-09-04",$349.00,t
10859498,"2017-09-03",$349.00,t
10859498,"2017-09-02",$349.00,t
10859498,"2017-09-01",$349.00,t
10859498,"2017-08-31",$349.00,t
10859498,"2017-08-30",$349.00,t
10859498,"2017-08-29",$349.00,t
10859498,"2017-08-28",$349.00,t
10859498,"2017-08-27",$349.00,t
10859498,"2017-08-26",$349.00,t
10859498,"2017-08-25",$349.00,t
10859498,"2017-08-24",$349.00,t
10859498,"2017-08-23",$349.00,t
10859498,"2017-08-22",$349.00,t
10859498,"2017-08-21",$349.00,t
10859498,"2017-08-20",$349.00,t
10859498,"2017-08-19",$349.00,t
10859498,"2017-08-18",$349.00,t
10859498,"2017-08-17",$349.00,t
10859498,"2017-07-10",$349.00,t
10859498,"2017-07-09",$349.00,t
10859498,"2017-07-08",$349.00,t
10859498,"2017-07-07",$349.00,t
10859498,"2017-07-06",$349.00,t
10859498,"2017-07-05",$349.00,t
10859498,"2017-07-04",$349.00,t
10859498,"2017-07-03",$349.00,t
10859498,"2017-07-02",$349.00,t
10859498,"2017-07-01",$349.00,t
10859498,"2017-06-30",$349.00,t
10859498,"2017-06-29",$349.00,t
10859498,"2017-06-28",$349.00,t
10859498,"2017-06-27",$349.00,t
10859498,"2017-06-26",$349.00,t
10859498,"2017-06-25",$349.00,t
10859498,"2017-06-24",$349.00,t
10859498,"2017-06-23",$349.00,t
10859498,"2017-06-22",$349.00,t
10859498,"2017-06-21",$349.00,t
10859498,"2017-06-20",$349.00,t
10859498,"2017-06-19",$349.00,t
10859498,"2017-06-18",$349.00,t
10859498,"2017-06-17",$349.00,t
10859498,"2017-06-16",$349.00,t
10859498,"2017-06-15",$349.00,t
10859498,"2017-06-14",$349.00,t
10859498,"2017-06-13",$349.00,t
10859498,"2017-06-12",$349.00,t
10859498,"2017-06-11",$349.00,t
10859498,"2017-06-10",$349.00,t
10859498,"2017-06-09",$349.00,t
10859498,"2017-06-08",$349.00,t
10859498,"2017-06-07",$349.00,t
10859498,"2017-06-06",$349.00,t
10859498,"2017-06-05",$349.00,t
10859498,"2017-06-04",$349.00,t
10859498,"2017-06-03",$349.00,t
10859498,"2017-06-02",$349.00,t
10859498,"2017-06-01",$349.00,t
10859498,"2017-05-31",$349.00,t
10859498,"2017-05-30",$349.00,t
10859498,"2017-05-29",$349.00,t
10859498,"2017-05-28",$349.00,t
10859498,"2017-05-27",$349.00,t
10859498,"2017-05-26",$349.00,t
